##############################################################################
################################### Extra ####################################
##############################################################################

2,	有意思,         yǒu yìsi,       interesting
2,	面包,           miànbāo,        bread
2,	谈话,           tánhuà,         talk
2,	谦虚,           qiānxū,         humble
