11,	回来,			huí lái,			return; come back; be back
11,	回去,			huí qù,				return; go back; be back
11,	会,			huì,				can; be good at; be likely to; meet
11,	会,			huì,				meeting; gathering; conference
11,	会话,			huìhuà,				conversation; converse with
11,	活,			huó,				live
11,	活儿,			huó,				work
11,	活动,			huódòng,			move about; relax; activity; shaky
11,	火车,			huǒchē,				train
11,	或者,			huòzhě,				or; perhaps; maybe
11,	基本,			jīběn,				basic; fundamental; on the whole
11,	基础,			jīchǔ,				foundation; base; basis
11,	机场,			jīchǎng,			airport; airfield; aerodrome
11,	机会,			jīhuì,				chance; opportunity
11,	机器,			jīqì,				machine; machinery; apparatus
11,	鸡,			jī,				chicken
11,	鸡蛋,			jīdàn,				chicken egg
11,	…极了,			… jí le,			extremely
11,	集合,			jíhé,				gather; assemble; muster
11,	急,			jí,				rapid; impatient; irascible; urgent
11,	挤,			jǐ,				crowded; cram; jostle; squeeze
11,	几,			jǐ,				how many; a few; some
11,	技术,			jìshù,				technology; skill; technique
11,	寄,			jì,				send; post; mail
11,	计划,			jìhuà,				plan; project; program; map out
11,	记,			jì,				mark; remember; jot down; record
11,	继续,			jìxù,				continue; go on; continuation
11,	家(文学家),		jiā (wénxuéjiā),			(suffix) -ist; family; home; household
11,	家庭,			jiātíng,			family; household
11,	加,			jiā,				add; plus; increase; put in
11,	坚持,			jiānchí,			persist in; persevere in; stick to
11,	间,			jiān,				(measure word for rooms)
11,	检查,			jiǎnchá,			check up; inspect; self-criticism
11,	简单,			jiǎndān,			simple; commonplace; casual
11,	见,			jiàn,				meet; see; be exposed to
11,	见面,			jiàn miàn,			meet; see
11,	件,			jiàn,				(measure word for clothes, affairs)
11,	健康,			jiànkāng,			health; healthy; sound; wholesome
11,	建设,			jiànshè,			build; construct; construction
11,	将来,			jiānglái,			future
11,	江,			jiāng,				river
11,	讲,			jiǎng,				tell; speak; explain; discuss; stress
11,	交,			jiāo,				hand over; deliver; associate with
11,	教,			jiāo,				teach; instruct
11,	脚,			jiǎo,				foot
11,	角,			jiǎo,				one tenth of one RMB Yuan
11,	饺子,			jiǎozi,				dumpling
11,	教室,			jiàoshì,			classroom; schoolroom
11,	教育,			jiàoyù,				education; educate; teach
11,	叫,			jiào,				call; greet; order; name; shout; cry
11,	叫,			jiào,				(used to make a passive sentence)
11,	接,			jiē,				meet; connect; catch; take over
11,	接着,			jiēzhe,				then; afterward; follow
11,	街,			jiē,				street
11,	节,			jié,				festival; section; length
11,	节目,			jiémù,				program; item (on a program)
11,	节日,			jiérì,				festival; holiday
11,	结果,			jiéguǒ,				finally; at last; result; outcome
11,	结束,			jiéshù,				end; finish; conclude; wind up
11,	解决,			jiějué,				resolve; settle; solve
11,	姐姐,			jiějie,				elder sister
11,	借,			jiè,				borrow; lend; make use of
11,	介绍,			jièshào,			introduce; recommend; let know
11,	斤,			jīn,				half a kilogram
11,	今年,			jīnnián,			this year
11,	今天,			jīntiān,			today; present; now
11,	紧,			jǐn,				tight; urgent; hard up; tighten
11,	紧张,			jǐnzhāng,			nervous; tense; in short supply
11,	进,			jìn,				enter; come or go into; recruit
11,	进来,			jìnlái,				come in; get in
11,	进去,			jìnqu,				go in; get in; enter
11,	进行,			jìnxíng,			be in progress; go on; carry on
11,	近,			jìn,				nearby; near; close
11,	精彩,			jīngcǎi,			brilliant; splendid; wonderful
11,	精神,			jīngshén,			spirit; mind; gist; essence
11,	经常,			jīngcháng,			often; frequently; constantly; usually
11,	经过,			jīngguò,			pass; go through; as a result of
11,	经济,			jīngjì,				economy; income; economical
11,	经验,			jīngyàn,			experience
11,	久,			jiǔ,				for a long time; long
11,	九,			jiǔ,				nine
11,	酒,			jiǔ,				alcoholic drink; wine; liquor
11,	旧,			jiù,				old; past; bygone; used; worn
11,	就,			jiù,				with regard to; even if; at once
11,	橘子(桔子),		júzi,					orange; tangerine; mandarin
11,	举,			jǔ,				lift; heave; raise; hold up; cite
11,	句,			jù,				(measure word for sentences)
11,	句子,			jùzi,				sentence
11,	觉得,			juéde,				feel; think
11,	决定,			juédìng,			decide; resolve; decision; resolution
11,	咖啡,			kāfēi,				coffee
11,	卡车,			kǎchē,				lorry; truck
11,	开,			kāi,				open; operate; turn on; hold; boil
11,	开始,			kāishǐ,				begin; start
11,	开玩笑,			kāi wánxiào,			joke; crack a joke; make fun of
11,	开学,			kāi xué,			school begins; term starts
11,	看,			kàn,				see; look at; watch; read; think
11,	看病,			kàn bìng,			see a doctor; see a patient
11,	看见,			kànjiàn,			see; catch sight of
11,	考试,			kǎoshì,				examine; test; examination
11,	棵,			kē,				(measure word for plants)
11,	科学,			kēxué,				science; scientific
11,	咳嗽,			késou,				cough
11,	可能,			kěnéng,				possible; maybe; possibility; may
11,	可是,			kěshì,				but; nevertheless; yet; indeed
11,	可以,			kěyǐ,				can; may
11,	渴,			kě,				thirsty
11,	克,			kè,				gram
11,	刻,			kè,				a quarter of an hour; carve; cut
11,	客气,			kèqi,				polite; act or remark politely
11,	课,			kè,				lesson; class; subject; course
11,	课本,			kèběn,				textbook
11,	课文,			kèwén,				text
11,	空气,			kōngqì,				air
11,	口,			kǒu,				mouth; (measure word for people)
11,	口语,			kǒuyǔ,				spoken language
11,	哭,			kū,				cry
11,	苦,			kǔ,				bitter; miserable
11,	块,			kuài,				piece; Yuan (the basic RMB unit)
11,	快,			kuài,				fast; rapid; sharp; hurry up; soon
11,	困难,			kùnnán,				difficult; difficulty; trouble
11,	拉,			lā,				pull; drag; haul; play; draw in; shit
11,	啦,			la,				(modal particle ending a sentence)
11,	来,			lái,				come; arrive; crop up; take place
11,	蓝,			lán,				blue
11,	篮球,			lánqiú,				basketball
11,	劳动,			láodòng,			work; labor
11,	劳驾,			láo jià,			excuse me; may I trouble you
11,	老(老二),		lǎo(lǎo'èr),				old; aged; tough; of long standing
11,	老师,			lǎoshī,				teacher
11,	了,			le,				(modal particle ending a sentence)
11,	累,			lèi,				tired; tire; strain
11,	冷,			lěng,				cold
11,	离,			lí,				leave; without; off; away; from
11,	离开,			líkāi,				leave; depart from
11,	里,			lǐ,				in; inside
11,	里,			lǐ,				half a kilometer
11,	里边,			lǐbian,				inside; in; within; interior
11,	礼物,			lǐwù,				gift; present
11,	历史,			lìshǐ,				history; past records
11,	利用,			lìyòng,				use; utilize; exploit; make use of
11,	例如,			lìrú,				for example; for instance
11,	立刻,			lìkè,				immediately; at once; right away
11,	俩,			liǎ,				two people (used in oral Chinese)
11,	联系,			liánxì,				integrate; link; contact; connection
11,	连…都(也)…,		lián … dōu (yě) …,			even
11,	脸,			liǎn,				face
11,	练习,			liànxí,				practice; exercise; drill
11,	凉快,			liángkuai,			nice and cool; pleasantly cool
11,	两,			liǎng,				two; a few; some
11,	辆,			liàng,				(measure word for vehicles)
11,	亮,			liàng,				bright; shiny; light; shine; show
11,	了,			liǎo,				finish; end; settle; be able
11,	了解,			liǎojiě,			understand; know; find out
11,	零,			líng,				zero, 0
11,	领导,			lǐngdǎo,			lead; leader; leadership
11,	留,			liú,				remain; stay; keep; grow; leave
11,	留念,			liúniàn,			accept or keep as souvenir
11,	留学生,			liúxuéshēng,			foreign student; overseas student
11,	流,			liú,				flow; stream; drip; shed; trickle
11,	六,			liù,				six
11,	楼,			lóu,				storied building
11,	路,			lù,				road; path; way; journey; route
11,	录音,			lùyīn,				record sound; sound recording
11,	旅行,			lǚxíng,				travel; journey; tour; trip
11,	绿,			lǜ,				green
11,	乱,			luàn,				in a mess; indiscriminate; random
11,	妈妈,			māma,				mummy; mom; ma; mother
11,	麻烦,			máfan,				troublesome; put sb. to trouble
11,	马,			mǎ,				horse
11,	马上,			mǎshàng,			at once; immediately; right away
11,	嘛,			ma,				(modal particle expressing urging)
11,	吗,			ma,				(modal particle making a question)
11,	买,			mǎi,				buy; purchase
11,	卖,			mài,				sell
11,	满,			mǎn,				full; filled; complete; fill; expire
11,	满意,			mǎnyì,				satisfied; pleased
11,	慢,			màn,				slow
11,	忙,			máng,				busy; fully occupied
11,	毛,			máo,				one tenth of one RMB Yuan
11,	帽子,			màozi,				hat; cap
11,	没,			méi,				not have; there is not; not
11,	没关系,			méi guānxi,			never mind; it doesn't matter
11,	没意思,			méi yìsi,			uninteresting; dull
11,	没有,			méiyǒu,				not have; there is not; not
11,	每,			měi,				every; each; per; every time
11,	妹妹,			mèimei,				younger sister
11,	门,			mén,				entrance; door; gate
11,	门口,			ménkǒu,				entrance; doorway
11,	们(朋友们),		men (péngyoumen),			(particle forming a plural pronoun)
11,	米(公尺),		mǐ(gōngchǐ),				meter (measure word for lengths)
11,	米饭,			mǐfàn,				(cooked) rice
11,	面包,			miànbāo,			bread
11,	面条儿,			miàntiáor,			noodles
11,	民族,			mínzú,				nation; nationality
11,	明年,			míngnián,			next year
11,	明天,			míngtiān,			tomorrow
11,	名字,			míngzi,				name
11,	母亲,			mǔqīn,				mother (used in written Chinese)
11,	目前,			mùqián,				current time; at present
11,	拿,			ná,				take; hold; seize; capture; with; at
11,	哪,			nǎ/něi,				which; (used for rhetorical questions)
11,	哪里(哪儿),		nǎli(nǎr),				where; wherever
11,	那,			nà,				that
11,	那,			nà,				then; in that case
11,	那个,			nàge,				that
11,	那里(那儿),		nàli(nàr),				there
11,	那么,			nàme,				like that; in that way
11,	那么,			nàme,				then; in that case
11,	那些,			nàxiē,				those
11,	那样,			nàyàng,				of that kind; like that; so; such
11,	哪,			na,				(modal particle ending a sentence)
11,	呐,			na,				(modal particle ending a sentence)
11,	南,			nán,				south
11,	南边,			nánbian,			south
11,	男,			nán,				male
11,	难,			nán,				difficult
11,	呢,			ne,				(modal particle ending a question)
11,	内,			nèi,				inside; inner; within
11,	内容,			nèiróng,			content; substance
11,	能,			néng,				can; be able to; be capable of
11,	能够,			nénggòu,			can; be able to; be capable of
11,	嗯,			ng,				(interjection expressing what or huh)
11,	你,			nǐ,				you (the singular form)
11,	你们,			nǐmen,				you (the plural form)
11,	年,			nián,				year; New Year
11,	年级,			niánjí,				grade; year
11,	年纪,			niánjì,				age
11,	年轻,			niánqīng,			young
11,	念,			niàn,				read aloud, study, attend school
11,	您,			nín,				you (in respectful form)
11,	牛,			niú,				ox; cow; bull
11,	牛奶,			niúnǎi,				cow milk
11,	农村,			nóngcūn,			rural area; countryside
11,	农民,			nóngmín,			peasant
11,	农业,			nóngyè,				agriculture; farming
11,	努力,			nǔlì,				try hard; be hard at work or study
11,	女,			nǚ,				female
11,	女儿,			nǚ'ér,				daughter
11,	暖和,			nuǎnhuo,			warm; nice and warm; warm up
11,	爬,			pá,				crawl; creep; climb
11,	怕,			pà,				fear; be afraid of; perhaps
11,	拍,			pāi,				clap; pat; beat; shoot; send
11,	排球,			páiqiú,				volleyball
11,	派,			pài,				send; appoint
11,	旁边,			pángbiān,			side
11,	跑,			pǎo,				run; run away; run about doing sth.
11,	跑步,			pǎo bù,				run
11,	朋友,			péngyou,			friend
11,	碰,			pèng,				touch; bump; meet; run into
11,	批评,			pīpíng,				criticize; criticism
11,	啤酒,			píjiǔ,				beer
11,	篇,			piān,				(measure word for articles)
11,	便宜,			piányi,				cheap; inexpensive; small gains
11,	片,			piàn,				(measure word for pieces of things)
11,	漂亮,			piàoliang,			pretty; beautiful; remarkable
11,	票,			piào,				ticket; ballot
11,	苹果,			píngguǒ,			apple
11,	瓶,			píng,				(measure word for bottles)
11,	破,			pò,				broken; damaged; break; destroy
11,	七,			qī,				seven
11,	骑,			qí,				ride (an animal or bicycle)
11,	起,			qǐ,				remove; pull; appear; rise; raise
11,	起床,			qǐ chuáng,			get up
11,	起来,			qǐ lái,				stand up; sit up; rise to one's feet
11,	汽车,			qìchē,				automobile; motor vehicle; car
11,	汽水,			qìshuǐ,				aerated water; soda; soft drink
11,	铅笔,			qiānbǐ,				pencil
11,	千,			qiān,				thousand
11,	钱,			qián,				money; fund; sum
11,	前,			qián,				front; forward; before; preceding
11,	前边,			qiánbian,			in front; ahead
11,	浅,			qiǎn,				shallow; simple; superficial; light
11,	墙,			qiáng,				wall
11,	桥,			qiáo,				bridge
11,	青年,			qīngnián,			young person; youth
11,	轻,			qīng,				light; small in number, degree, etc.
11,	清楚,			qīngchu,			clear; distinct; be clear about
11,	晴,			qíng,				clear; sunny
11,	情况,			qíngkuàng,			circumstance; situation, condition
11,	请,			qǐng,				please; request; ask; invite; engage
11,	请假,			qǐng jià,			ask for leave
11,	请问,			qǐng wèn,			Excuse me; May I ask
11,	秋,			qiū,				autumn; fall
11,	秋天,			qiūtiān,			autumn; fall
11,	球,			qiú,				ball; anything shaped like a ball
11,	取得,			qǔdé,				gain; acquire; obtain
11,	去,			qù,				go; leave; send; remove; get rid of
11,	去年,			qùnián,				last year
11,	全,			quán,				complete; whole; entire; full; total
11,	全部,			quánbù,				all; without exception; complete
11,	全体,			quántǐ,				all; whole; entire
11,	确实,			quèshí,				true; reliable
11,	然后,			ránhòu,				then; afterwards; after that
11,	让,			ràng,				give way; give ground; invite; let
11,	热,			rè,				hot; popular; heat up; warm
11,	热情,			rèqíng,				warm; fervent; enthusiasm
11,	人,			rén,				person; man; people
11,	人们,			rénmen,				persons; people; the public
11,	人民,			rénmín,				the people
11,	任何,			rènhé,				any; whichever; whatever
11,	认识,			rènshi,				recognize; understand; cognition
11,	认为,			rènwéi,				think; consider
11,	认真,			rènzhēn,			conscientious; earnest; serious
11,	日,			rì,				sun; day time; a day of the month
11,	日语(日文),		rìyǔ(rìwén),				Japanese (language)
11,	日子,			rìzi,				days; date; time; life; livelihood
11,	容易,			róngyì,				easy; easily; apt
11,	肉,			ròu,				flesh; meat
11,	三,			sān,				three
11,	散步,			sàn bù,				take a walk
11,	山,			shān,				mountain; hill
11,	商店,			shāngdiàn,			shop; store
11,	上,			shàng,				upper; up; upward; preceding
11,	上,			shàng,				get on; go up; go to; submit; fill
11,	上边,			shàngbian,			above; over; the higher authorities
11,	上课,			shàng kè,			attend class; give a lesson
11,	上来,			shàng lái,			come up
11,	上去,			shàng qu,			go up
11,	上午,			shàngwǔ,			forenoon; morning
11,	上学,			shàng xué,			go to school; attend school
11,	少,			shǎo,				few; little; less; lack; lose; reduce
11,	社会,			shèhuì,				society
11,	身体,			shēntǐ,				body; health
11,	深,			shēn,				deep; difficult; thoroughgoing; dark
11,	什么,			shénme,				what; whatever; why; something
11,	声,			shēng,				(measure word for sound); sound
11,	声调,			shēngdiào,			tone; the tone of Chinese character
11,	声音,			shēngyīn,			sound; voice
11,	生产,			shēngchǎn,			produce; manufacture; production
11,	生词,			shēngcí,			new word
11,	生活,			shēnghuó,			life; livelihood; live; exist
